spec	Fold_0
nist_4081084	train
nist_4081099	train
nist_4081117	train
nist_4081132	train
nist_4081133	train
nist_4081148	train
nist_4081155	train
nist_4081168	train
nist_4082916	train
nist_4082931	train
nist_4082955	train
nist_4082961	train
nist_4083328	train
nist_4083333	train
nist_4083343	train
nist_4083350	train
nist_4083424	train
nist_4083439	train
nist_4083458	train
nist_4083466	train
nist_4083795	train
nist_4083802	train
nist_4083811	train
nist_4083822	train
nist_4084139	train
nist_4084154	train
nist_4084263	train
nist_4084278	train
nist_4084302	train
nist_4084314	train
nist_4084318	train
nist_4084327	train
nist_4084329	train
nist_4084344	train
nist_4084388	train
nist_4084398	train
nist_4085411	train
nist_4085426	train
nist_4085430	train
nist_4085445	train
nist_4086187	train
nist_4086201	train
nist_4086224	train
nist_4086239	train
nist_4086425	train
nist_4086432	train
nist_4086448	train
nist_4086461	train
nist_4086592	train
nist_4086925	train
nist_4086937	train
nist_4087120	train
nist_4087131	train
nist_4087555	train
nist_4087570	train
nist_4088149	train
nist_4088186	train
nist_4088252	train
nist_4088267	train
nist_4088278	train
nist_4088704	train
nist_4088719	train
nist_4088878	train
nist_4089125	train
nist_4089139	train
nist_4089450	train
nist_4089464	train
nist_4090080	train
nist_4091590	train
nist_4091610	train
nist_4092321	train
nist_4092340	train
nist_4092344	train
nist_4092673	train
nist_4092833	train
nist_4092857	train
nist_4093162	train
nist_4093177	train
nist_4093189	train
nist_4093196	train
nist_4093325	train
nist_4093340	train
nist_4093714	train
nist_4093728	train
nist_4093879	train
nist_4093894	train
nist_4094091	train
nist_4094106	train
nist_4094477	train
nist_4094492	train
nist_4094555	train
nist_4094569	train
nist_4094957	train
nist_4095037	train
nist_4095052	train
nist_4095117	train
nist_4095131	train
nist_4096198	train
nist_4096212	train
nist_4096213	train
nist_4096221	train
nist_4096593	train
nist_4096602	train
nist_4096603	train
nist_4097181	train
nist_4097192	train
nist_4097193	train
nist_4097206	train
nist_4097348	train
nist_4097360	train
nist_4097361	train
nist_4097372	train
nist_4097373	train
nist_4097426	train
nist_4097438	train
nist_4097499	train
nist_4097512	train
nist_4097513	train
nist_4097526	train
nist_4097541	train
nist_4097556	train
nist_4097571	train
nist_4097664	train
nist_4097680	train
nist_4097681	train
nist_4097698	train
nist_4097810	train
nist_4097821	train
nist_4097840	train
nist_4097847	train
nist_4097926	train
nist_4097942	train
nist_4097972	train
nist_4097976	train
nist_4098391	train
nist_4098403	train
nist_4098409	train
nist_4098417	train
nist_4098568	train
nist_4098582	train
nist_4098598	train
nist_4098605	train
nist_4099221	train
nist_4099235	train
nist_4099236	train
nist_4099241	train
nist_4099727	train
nist_4099740	train
nist_4099741	train
nist_4099755	train
nist_4099780	train
nist_4099794	train
nist_4099809	train
nist_4099822	train
nist_4100208	train
nist_4100217	train
nist_4101019	train
nist_4101030	train
nist_4101031	train
nist_4101048	train
nist_4102065	train
nist_4102072	train
nist_4102109	train
nist_4102123	train
nist_4102124	train
nist_4102138	train
nist_4102208	train
nist_4102220	train
nist_4102627	train
nist_4102638	train
nist_4102651	train
nist_4102660	train
nist_4102670	train
nist_4102682	train
nist_4102966	train
nist_4102971	train
nist_4102985	train
nist_4103056	train
nist_4103071	train
nist_4103096	train
nist_4103110	train
nist_4103225	train
nist_4103236	train
nist_4103237	train
nist_4103249	train
nist_4103515	train
nist_4103530	train
nist_4103531	train
nist_4103546	train
nist_4103717	train
nist_4103732	train
nist_4103733	train
nist_4103746	train
nist_4103924	train
nist_4103937	train
nist_4105006	train
nist_4105019	train
nist_4105385	train
nist_4105398	train
nist_4105403	train
nist_4105409	train
nist_4105539	train
nist_4105553	train
nist_4105567	train
nist_4105572	train
nist_4105922	train
nist_4105935	train
nist_4106354	train
nist_4106368	train
nist_4106369	train
nist_4106374	train
nist_4106425	train
nist_4106433	train
nist_4106447	train
nist_4106476	train
nist_4106491	train
nist_4106492	train
nist_4106711	train
nist_4106723	train
nist_4106793	train
nist_4106807	train
nist_4106820	train
nist_4106823	train
nist_4106990	train
nist_4107005	train
nist_4107029	train
nist_4107250	train
nist_4107260	train
nist_4107261	train
nist_4107269	train
nist_4108359	train
nist_4108375	train
nist_4108393	train
nist_4108642	train
nist_4108654	train
nist_4108670	train
nist_4108679	train
nist_4109700	train
nist_4109714	train
nist_4109715	train
nist_4109724	train
nist_4110209	train
nist_4110223	train
nist_4110224	train
nist_4110237	train
nist_4110286	train
nist_4110303	train
nist_4110316	train
nist_4110324	train
nist_4110380	train
nist_4110392	train
nist_4110468	train
nist_4110480	train
nist_4110639	train
nist_4110653	train
nist_4111623	train
nist_4111638	train
nist_4111639	train
nist_4111640	train
nist_4111651	train
nist_4111718	train
nist_4111732	train
nist_4111751	train
nist_4111766	train
nist_4112037	train
nist_4112053	train
nist_4112070	train
nist_4112076	train
nist_4112077	train
nist_4112090	train
nist_4112098	train
nist_4112310	train
nist_4112324	train
nist_4112380	train
nist_4112390	train
nist_4112391	train
nist_4112397	train
nist_4112409	train
nist_4112424	train
nist_4112440	train
nist_4112451	train
nist_4112452	train
nist_4112465	train
nist_4112466	train
nist_4112475	train
nist_4112823	train
nist_4112835	train
nist_4112846	train
nist_4112854	train
nist_4112895	train
nist_4112907	train
nist_4112919	train
nist_4113077	train
nist_4113093	train
nist_4113109	train
nist_4113113	train
nist_4113168	train
nist_4113181	train
nist_4113373	train
nist_4113390	train
nist_4113408	train
nist_4113414	train
nist_4113668	train
nist_4113681	train
nist_4113682	train
nist_4113683	train
nist_4113694	train
nist_4113695	train
nist_4113710	train
nist_4113741	train
nist_4113745	train
nist_4113863	train
nist_4113878	train
nist_4113879	train
nist_4113891	train
nist_4113917	train
nist_4113918	train
nist_4113930	train
nist_4114257	train
nist_4114269	train
nist_4114342	train
nist_4114355	train
nist_4114378	train
nist_4114390	train
nist_4114391	train
nist_4114400	train
nist_4114441	train
nist_4114458	train
nist_4114459	train
nist_4114476	train
nist_4114931	train
nist_4114944	train
nist_4116077	train
nist_4116093	train
nist_4116105	train
nist_4116111	train
nist_4117003	train
nist_4117019	train
nist_4117020	train
nist_4117877	train
nist_4117887	train
nist_4118115	train
nist_4118130	train
nist_4118143	train
nist_4118151	train
nist_4118522	train
nist_4118537	train
nist_4118548	train
nist_4118558	train
nist_4119413	train
nist_4119422	train
nist_4119482	train
nist_4119496	train
nist_4120091	train
nist_4120105	train
nist_4120198	train
nist_4120203	train
nist_4120204	train
nist_4120330	train
nist_4120347	train
nist_4120364	train
nist_4120373	train
nist_4120739	train
nist_4121114	train
nist_4121128	train
nist_4121298	train
nist_4121586	train
nist_4121587	train
nist_4121602	train
nist_4122952	train
nist_4122964	train
nist_4122965	train
nist_4122978	train
nist_4123270	train
nist_4123287	train
nist_4123301	train
nist_4123310	train
nist_4123634	train
nist_4123646	train
nist_4123659	train
nist_4123675	train
nist_4123690	train
nist_4123701	train
nist_4123780	train
nist_4123791	train
nist_4123807	train
nist_4123816	train
nist_4124222	train
nist_4124235	train
nist_4124236	train
nist_4124244	train
nist_4124408	train
nist_4124420	train
nist_4124421	train
nist_4124614	train
nist_4124631	train
nist_4124632	train
nist_4124640	train
nist_4125110	train
nist_4125124	train
nist_4125471	train
nist_4125483	train
nist_4125504	train
nist_4125517	train
nist_4125526	train
nist_4125539	train
nist_4125550	train
nist_4125556	train
nist_4125785	train
nist_4125802	train
nist_4125803	train
nist_4125814	train
nist_4125985	train
nist_4125998	train
nist_4126316	train
nist_4126333	train
nist_4126359	train
nist_4126418	train
nist_4126432	train
nist_4126433	train
nist_4126445	train
nist_4126828	train
nist_4126831	train
nist_4126837	train
nist_4127139	train
nist_4127152	train
nist_4127163	train
nist_4127169	train
nist_4127607	train
nist_4127622	train
nist_4127637	train
nist_4127651	train
nist_4127713	train
nist_4127720	train
nist_4127744	train
nist_4127760	train
nist_4127774	train
nist_4128163	train
nist_4128174	train
nist_4128175	train
nist_4128176	train
nist_4128190	train
nist_4128191	train
nist_4128204	train
nist_4128258	train
nist_4128272	train
nist_4128273	train
nist_4128281	train
nist_4128325	train
nist_4128336	train
nist_4128337	train
nist_4128348	train
nist_4128362	train
nist_4128378	train
nist_4128379	train
nist_4128389	train
nist_4128557	train
nist_4128568	train
nist_4128569	train
nist_4128576	train
nist_4128616	train
nist_4128627	train
nist_4128724	train
nist_4128738	train
nist_4128754	train
nist_4128759	train
nist_4129249	train
nist_4129265	train
nist_4129277	train
nist_4129332	train
nist_4129349	train
nist_4129382	train
nist_4129393	train
nist_4129466	train
nist_4129480	train
nist_4129481	train
nist_4129496	train
nist_4129690	train
nist_4129705	train
nist_4129706	train
nist_4129719	train
nist_4130397	train
nist_4130403	train
nist_4130404	train
nist_4130416	train
nist_4130617	train
nist_4130627	train
nist_4130628	train
nist_4130634	train
nist_4131357	train
nist_4131368	train
nist_4131629	train
nist_4131644	train
nist_4131652	train
nist_4132032	train
nist_4132042	train
nist_4132057	train
nist_4132066	train
nist_4132360	train
nist_4133355	train
nist_4133365	train
nist_4133367	train
nist_4133375	train
nist_4133643	train
nist_4133658	train
nist_4133660	train
nist_4133673	train
nist_4134310	train
nist_4134323	train
nist_4134652	train
nist_4134661	train
nist_4134684	train
nist_4134699	train
nist_4134704	train
nist_4134721	train
nist_4134722	train
nist_4134857	train
nist_4135198	train
nist_4135209	train
nist_4135988	train
nist_4136003	train
nist_4136021	train
nist_4136030	train
nist_4136644	train
nist_4136691	train
nist_4136701	train
nist_4136716	train
nist_4136732	train
nist_4136749	train
nist_4137283	train
nist_4137298	train
nist_4137327	train
nist_4137334	train
nist_4137549	train
nist_4137562	train
nist_4137577	train
nist_4137584	train
nist_4137596	train
nist_4137597	train
nist_4137609	train
nist_4137713	train
nist_4137726	train
nist_4137753	train
nist_4137927	train
nist_4137941	train
nist_4137951	train
nist_4138165	train
nist_4138177	train
nist_4138178	train
nist_4138340	train
nist_4138348	train
nist_4138349	train
nist_4138355	train
nist_4138432	train
nist_4138448	train
nist_4138463	train
nist_4138471	train
nist_4138513	train
nist_4138526	train
nist_4138541	train
nist_4138931	train
nist_4138946	train
nist_4139939	train
nist_4139952	train
nist_4139965	train
nist_4140538	train
nist_4140553	train
nist_4140554	train
nist_4140566	train
nist_4141753	train
nist_4141761	train
nist_4141762	train
nist_4141767	train
nist_4143816	train
nist_4143830	train
nist_4143846	train
nist_4143854	train
nist_4143999	train
nist_4144008	train
nist_4144020	train
nist_4144028	train
nist_4144246	train
nist_4144262	train
nist_4144263	train
nist_4144272	train
nist_4144444	train
nist_4144457	train
nist_4144458	train
nist_4144474	train
nist_4144513	train
nist_4144518	train
nist_4144634	train
nist_4144647	train
nist_4144648	train
nist_4144661	train
nist_4144990	train
nist_4145006	train
nist_4145007	train
nist_4145022	train
nist_4145096	train
nist_4145112	train
nist_4145128	train
nist_4145132	train
nist_4145586	train
nist_4145596	train
nist_4146026	train
nist_4146043	train
nist_4146045	train
nist_4146147	train
nist_4146160	train
nist_4146161	train
nist_4146176	train
nist_4146177	train
nist_4146191	train
nist_4146207	train
nist_4146220	train
nist_4146348	train
nist_4146360	train
nist_4146376	train
nist_4146384	train
nist_4146498	train
nist_4146507	train
nist_4146508	train
nist_4146512	train
nist_4146513	train
nist_4146527	train
nist_4146543	train
nist_4147284	train
nist_4147301	train
nist_4147360	train
nist_4147374	train
nist_4147389	train
nist_4147472	train
nist_4147486	train
nist_4147516	train
nist_4147527	train
nist_4147593	train
nist_4147608	train
nist_4147617	train
nist_4147627	train
nist_4147758	train
nist_4147772	train
nist_4147801	train
nist_4147812	train
nist_4147824	train
nist_4147837	train
nist_4147838	train
nist_4147848	train
nist_4148016	train
nist_4148031	train
nist_4148038	train
nist_4148317	train
nist_4148330	train
nist_4148362	train
nist_4148369	train
nist_4148414	train
nist_4148429	train
nist_4148443	train
nist_4148450	train
nist_4149314	train
nist_4149328	train
nist_4149343	train
nist_4149406	train
nist_4149422	train
nist_4149423	train
nist_4149439	train
nist_4149681	train
nist_4149693	train
nist_4149704	train
nist_4149749	train
nist_4149762	train
nist_4149770	train
nist_4149786	train
nist_4149850	train
nist_4149852	train
nist_4149866	train
nist_4150032	train
nist_4150047	train
nist_4150092	train
nist_4150098	train
nist_4150109	train
nist_4150122	train
nist_4150136	train
nist_4150146	train
nist_4150439	train
nist_4150447	train
nist_4150448	train
nist_4150460	train
nist_4151041	train
nist_4151051	train
nist_4151052	train
nist_4151063	train
nist_4151613	train
nist_4151626	train
nist_4151790	train
nist_4151796	train
nist_4152119	train
nist_4152129	train
nist_4152130	train
nist_4152135	train
nist_4152198	train
nist_4152213	train
nist_4152219	train
nist_4152231	train
nist_4152343	train
nist_4152356	train
nist_4152371	train
nist_4152386	train
nist_4152938	train
nist_4152950	train
nist_4153135	train
nist_4153150	train
nist_4153395	train
nist_4153408	train
nist_4153417	train
nist_4153425	train
nist_4153432	train
nist_4153553	train
nist_4153565	train
nist_4153680	train
nist_4153694	train
nist_4153703	train
nist_4154178	train
nist_4154191	train
nist_4154192	train
nist_4154197	train
nist_4154423	train
nist_4154438	train
nist_4154453	train
nist_4154458	train
nist_4154746	train
nist_4154759	train
nist_4155066	train
nist_4155127	train
nist_4155137	train
nist_4155153	train
nist_4155169	train
nist_4155227	train
nist_4155239	train
nist_4155251	train
nist_4155257	train
nist_4155415	train
nist_4155431	train
nist_4155440	train
nist_4155447	train
nist_4155448	train
nist_4155456	train
nist_4155685	train
nist_4155698	train
nist_4156417	train
nist_4156431	train
nist_4156457	train
nist_4156471	train
nist_4156516	train
nist_4156533	train
nist_4156548	train
nist_4156794	train
nist_4156945	train
nist_4156959	train
nist_4156973	train
nist_4156980	train
nist_4157009	train
nist_4157024	train
nist_4157025	train
nist_4157137	train
nist_4157152	train
nist_4157153	train
nist_4157162	train
nist_4157526	train
nist_4157543	train
nist_4158048	train
nist_4158061	train
nist_4158062	train
nist_4158072	train
nist_4158220	train
nist_4158237	train
nist_4158251	train
nist_4158263	train
nist_4158315	train
nist_4158326	train
nist_4158327	train
nist_4158339	train
nist_4158760	train
nist_4158774	train
nist_4158775	train
nist_4158781	train
nist_4158782	train
nist_4158797	train
nist_4158829	train
nist_4158836	train
nist_4158858	train
nist_4158872	train
nist_4158873	train
nist_4158887	train
nist_4159412	train
nist_4159425	train
nist_4159435	train
nist_4159443	train
nist_4159727	train
nist_4159739	train
nist_4159753	train
nist_4159760	train
nist_4159907	train
nist_4159919	train
nist_4159931	train
nist_4159935	train
nist_4160298	train
nist_4160313	train
nist_4160327	train
nist_4161225	train
nist_4161239	train
nist_4161240	train
nist_4161257	train
nist_4161473	train
nist_4161488	train
nist_4161489	train
nist_4161504	train
nist_4161619	train
nist_4161633	train
nist_4161634	train
nist_4161651	train
nist_4162571	train
nist_4162581	train
nist_4162598	train
nist_4162612	train
nist_4162656	train
nist_4163207	train
nist_4163209	train
nist_4163216	train
nist_4163338	train
nist_4163353	train
nist_4163354	train
nist_4163368	train
nist_4163484	train
nist_4163499	train
nist_4163677	train
nist_4163688	train
nist_4163689	train
nist_4163729	train
nist_4163744	train
nist_4163752	train
nist_4164526	train
nist_4164536	train
nist_4164537	train
nist_4164550	train
nist_4164636	train
nist_4164653	train
nist_4164654	train
nist_4164666	train
nist_4164896	train
nist_4164911	train
nist_4164912	train
nist_4164924	train
nist_4165280	train
nist_4165293	train
nist_4165305	train
nist_4165319	train
nist_4165345	train
nist_4165349	train
nist_4165713	train
nist_4165723	train
nist_4165764	train
nist_4165770	train
nist_4166018	train
nist_4166035	train
nist_4166036	train
nist_4166050	train
nist_4166561	train
nist_4166574	train
nist_4166587	train
nist_4166593	train
nist_4166700	train
nist_4166715	train
nist_4166716	train
nist_4166727	train
nist_4167045	train
nist_4167060	train
nist_4167086	train
nist_4168154	train
nist_4168161	train
nist_4168180	train
nist_4168188	train
nist_4168677	train
nist_4168689	train
nist_4168747	train
nist_4168763	train
nist_4168764	train
nist_4168774	train
nist_4168775	train
nist_4168791	train
nist_4168792	train
nist_4168807	train
nist_4168904	train
nist_4168919	train
nist_4168920	train
nist_4170459	train
nist_4170471	train
nist_4170478	train
nist_4170483	train
nist_4171738	train
nist_4171753	train
nist_4171766	train
nist_4171871	train
nist_4171888	train
nist_4171902	train
nist_4171906	train
nist_4171918	train
nist_4171919	train
nist_4171928	train
nist_4172499	train
nist_4172513	train
nist_4172528	train
nist_4172535	train
nist_4173122	train
nist_4173139	train
nist_4173153	train
nist_4173170	train
nist_4173225	train
nist_4173240	train
nist_4173254	train
nist_4173274	train
nist_4173288	train
nist_4173289	train
nist_4173300	train
nist_4174557	train
nist_4174569	train
nist_4174570	train
nist_4174581	train
nist_4175153	train
nist_4175165	train
nist_4175314	train
nist_4175328	train
nist_4175357	train
nist_4175415	train
nist_4175430	train
nist_4175445	train
nist_4175450	train
nist_4175462	train
nist_4175473	train
nist_4175487	train
nist_4175497	train
nist_4175569	train
nist_4175585	train
nist_4175791	train
nist_4175806	train
nist_4175830	train
nist_4175838	train
nist_4176025	train
nist_4176039	train
nist_4176054	train
nist_4176060	train
nist_4176073	train
nist_4176278	train
nist_4176295	train
nist_4176309	train
nist_4176326	train
nist_4176717	train
nist_4176729	train
nist_4176730	train
nist_4176968	train
nist_4176985	train
nist_4177107	train
nist_4177120	train
nist_4177246	train
nist_4177256	train
nist_4177257	train
nist_4177511	train
nist_4177524	train
nist_4177525	train
nist_4177747	train
nist_4177761	train
nist_4177762	train
nist_4177821	train
nist_4177833	train
nist_4177834	train
nist_4177844	train
nist_4178030	train
nist_4178043	train
nist_4178044	train
nist_4178055	train
nist_4178159	train
nist_4178174	train
nist_4178191	train
nist_4178198	train
nist_4179422	train
nist_4179435	train
nist_4179436	train
nist_4179448	train
nist_4179467	train
nist_4179483	train
nist_4179528	train
nist_4179534	train
nist_4179951	train
nist_4179966	train
nist_4180027	train
nist_4180034	train
nist_4180764	train
nist_4181084	train
nist_4181101	train
nist_4181124	train
nist_4181127	train
nist_4181159	train
nist_4181172	train
nist_4181173	train
nist_4181188	train
nist_4181215	train
nist_4181221	train
nist_4181527	train
nist_4181541	train
nist_4181583	train
nist_4181597	train
nist_4181885	train
nist_4181898	train
nist_4181899	train
nist_4182713	train
nist_4182727	train
nist_4182740	train
nist_4182745	train
nist_4182969	train
nist_4182983	train
nist_4182984	train
nist_4182996	train
nist_4183049	train
nist_4183060	train
nist_4183061	train
nist_4183070	train
nist_4183268	train
nist_4183282	train
nist_4183283	train
nist_4183294	train
nist_4183780	train
nist_4183786	train
nist_4183787	train
nist_4183802	train
nist_4183813	train
nist_4184394	train
nist_4184411	train
nist_4184426	train
nist_4184611	train
nist_4184626	train
nist_4184657	train
nist_4184673	train
nist_4184688	train
nist_4184695	train
nist_4184764	train
nist_4184779	train
nist_4184788	train
nist_4184795	train
nist_4185069	train
nist_4185083	train
nist_4185106	train
nist_4185119	train
nist_4185131	train
nist_4185137	train
nist_4185322	train
nist_4185329	train
nist_4185330	train
nist_4185699	train
nist_4185716	train
nist_4185717	train
nist_4185723	train
nist_4185724	train
nist_4185738	train
nist_4185754	train
nist_4185761	train
nist_4185774	train
nist_4185785	train
nist_4186787	train
nist_4186801	train
nist_4186816	train
nist_4186845	train
nist_4186858	train
nist_4186859	train
nist_4186870	train
nist_4188284	train
nist_4188300	train
nist_4188309	train
nist_4188314	train
nist_4188481	train
nist_4188492	train
nist_4188592	train
nist_4188607	train
nist_4188690	train
nist_4188704	train
nist_4188810	train
nist_4188907	train
nist_4188916	train
nist_4188936	train
nist_4188943	train
nist_4188998	train
nist_4189012	train
nist_4189042	train
nist_4189049	train
nist_4189050	train
nist_4189059	train
nist_4189061	train
nist_4189135	train
nist_4189148	train
nist_4189369	train
nist_4189384	train
nist_4189445	train
nist_4189460	train
nist_4189538	train
nist_4189546	train
nist_4189591	train
nist_4189596	train
nist_4189691	train
nist_4189708	train
nist_4189873	train
nist_4189882	train
nist_4189897	train
nist_4189905	train
nist_4191334	train
nist_4191346	train
nist_4191360	train
nist_4191369	train
nist_4191895	train
nist_4191908	train
nist_4191909	train
nist_4191924	train
nist_4197187	train
nist_4197198	train
nist_4197394	train
nist_4197406	train
nist_4197530	train
nist_4197543	train
nist_4197544	train
nist_4197555	train
nist_4198050	train
nist_4198061	train
nist_4198275	train
nist_4198288	train
nist_4198464	train
nist_4198472	train
nist_4198473	train
nist_4198485	train
nist_4198863	train
nist_4198876	train
nist_4198904	train
nist_4198912	train
nist_4198978	train
nist_4198991	train
nist_4199017	train
nist_4199031	train
nist_4199032	train
nist_4199046	train
nist_4199087	train
nist_4199102	train
nist_4199103	train
nist_4199114	train
nist_4199557	train
nist_4199572	train
nist_4199603	train
nist_4199610	train
nist_4199611	train
nist_4199626	train
nist_4199641	train
nist_4199655	train
nist_4199831	train
nist_4200222	train
nist_4200236	train
nist_4200237	train
nist_4200250	train
nist_4200879	train
nist_4200893	train
nist_4200894	train
nist_4200911	train
nist_4201122	train
nist_4201135	train
nist_4201693	train
nist_4201705	train
nist_4201706	train
nist_4201716	train
nist_4201731	train
nist_4201743	train
nist_4201744	train
nist_4201752	train
nist_4201878	train
nist_4201884	train
nist_4201890	train
nist_4201895	train
nist_4201896	train
nist_4201908	train
nist_4201909	train
nist_4201916	train
nist_4201929	train
nist_4201943	train
nist_4201944	train
nist_4201959	train
nist_4202166	train
nist_4202167	train
nist_4202183	train
nist_4202705	train
nist_4202719	train
nist_4202733	train
nist_4202739	train
nist_4202951	train
nist_4202967	train
nist_4202983	train
nist_4202993	train
nist_4202994	train
nist_4203007	train
nist_4203050	train
nist_4203058	train
nist_4203441	train
nist_4203458	train
nist_4203471	train
nist_4204062	train
nist_4204064	train
nist_4204087	train
nist_4204102	train
nist_4205951	train
nist_4205962	train
nist_4205979	train
nist_4205987	train
nist_4205988	train
nist_4205996	train
nist_4206124	train
nist_4206134	train
nist_4206135	train
nist_4206145	train
nist_4207380	train
nist_4207397	train
nist_4209162	train
nist_4209175	train
nist_4209176	train
nist_4209398	train
nist_4209411	train
nist_4209435	train
nist_4209443	train
nist_4209709	train
nist_4209724	train
nist_4209725	train
nist_4209735	train
nist_4209996	train
nist_4210006	train
nist_4210023	train
nist_4210029	train
nist_4210320	train
nist_4210330	train
nist_4211410	train
nist_4211420	train
nist_4211982	train
nist_4211983	train
nist_4211995	train
nist_4212182	train
nist_4212196	train
nist_4212197	train
nist_4212201	train
nist_4212667	train
nist_4212682	train
nist_4212691	train
nist_4213284	train
nist_4213285	train
nist_4213299	train
nist_4213527	train
nist_4213540	train
nist_4214253	train
nist_4214266	train
nist_4214267	train
nist_4214388	train
nist_4214401	train
nist_4214414	train
nist_4214423	train
nist_4214992	train
nist_4215007	train
nist_4215038	train
nist_4215047	train
nist_4215199	train
nist_4215213	train
nist_4215236	train
nist_4215253	train
nist_4215943	train
nist_4215959	train
nist_4215993	train
nist_4216007	train
nist_4216725	train
nist_4216740	train
nist_4216753	train
nist_4216996	train
nist_4217010	train
nist_4217026	train
nist_4217035	train
nist_4217409	train
nist_4217424	train
nist_4217438	train
nist_4217447	train
nist_4218256	train
nist_4218270	train
nist_4218271	train
nist_4218280	train
nist_4218521	train
nist_4218538	train
nist_4218539	train
nist_4218553	train
nist_4218944	train
nist_4218958	train
nist_4218959	train
nist_4218971	train
nist_4219199	train
nist_4219214	train
nist_4219232	train
nist_4219277	train
nist_4219291	train
nist_4219301	train
nist_4219308	train
nist_4219671	train
nist_4219683	train
nist_4219684	train
nist_4219696	train
nist_4219858	train
nist_4219875	train
nist_4220279	train
nist_4220289	train
nist_4220810	train
nist_4220827	train
nist_4220860	train
nist_4220868	train
nist_4221250	train
nist_4221264	train
nist_4221281	train
nist_4221292	train
nist_4221302	train
nist_4221314	train
nist_4221328	train
nist_4221339	train
nist_4221358	train
nist_4221371	train
nist_4221385	train
nist_4221396	train
nist_4221829	train
nist_4221843	train
nist_4221844	train
nist_4221855	train
nist_4221915	train
nist_4221928	train
nist_4221944	train
nist_4221947	train
nist_4221948	train
nist_4221963	train
nist_4221968	train
nist_4222174	train
nist_4222187	train
nist_4222188	train
nist_4222198	train
nist_4222214	train
nist_4222228	train
nist_4222258	train
nist_4222270	train
nist_4222271	train
nist_4222284	train
nist_4222295	train
nist_4222308	train
nist_4222652	train
nist_4222664	train
nist_4222681	train
nist_4222684	train
nist_4223167	train
nist_4223175	train
nist_4225293	train
nist_4225306	train
nist_4225357	train
nist_4225370	train
nist_4225442	train
nist_4225457	train
nist_4225471	train
nist_4225482	train
nist_4225542	train
nist_4225552	train
nist_4225568	train
nist_4225582	train
nist_4225583	train
nist_4225600	train
nist_4225601	train
nist_4225607	train
nist_4225608	train
nist_4225619	train
nist_4225620	train
nist_4225821	train
nist_4225835	train
nist_4225866	train
nist_4225965	train
nist_4225979	train
nist_4225980	train
nist_4225993	train
nist_4225994	train
nist_4226008	train
nist_4226009	train
nist_4226016	train
nist_4226094	train
nist_4226109	train
nist_4226126	train
nist_4226132	train
nist_4226183	train
nist_4226199	train
nist_4226214	train
nist_4226226	train
nist_4226282	train
nist_4226296	train
nist_4226311	train
nist_4226318	train
nist_4226871	train
nist_4226886	train
nist_4226887	train
nist_4226901	train
nist_4227005	train
nist_4227021	train
nist_4227022	train
nist_4227035	train
nist_4227572	train
nist_4227588	train
nist_4227602	train
nist_4227607	train
nist_4227738	train
nist_4227751	train
nist_4227761	train
nist_4227772	train
nist_4227861	train
nist_4227878	train
nist_4227893	train
nist_4227894	train
nist_4227908	train
nist_4227945	train
nist_4227957	train
nist_4228005	train
nist_4228019	train
nist_4228041	train
nist_4228053	train
nist_4228361	train
nist_4228376	train
nist_4228394	train
nist_4228402	train
nist_4228431	train
nist_4228445	train
nist_4228477	train
nist_4228488	train
nist_4229017	train
nist_4229024	train
nist_4229025	train
nist_4229033	train
nist_4229059	train
nist_4229069	train
nist_4229070	train
nist_4229086	train
nist_4229298	train
nist_4229308	train
nist_4229326	train
nist_4229339	train
nist_4229571	train
nist_4229587	train
nist_4229604	train
nist_4229609	train
nist_4229610	train
nist_4229627	train
nist_4229646	train
nist_4229657	train
nist_4229670	train
nist_4229706	train
nist_4229721	train
nist_4229722	train
nist_4229745	train
nist_4229762	train
nist_4229797	train
nist_4229803	train
nist_4229960	train
nist_4229975	train
nist_4229976	train
nist_4230400	train
nist_4230415	train
nist_4230434	train
nist_4230438	train
nist_4230576	train
nist_4230587	train
nist_4230588	train
nist_4230598	train
nist_4230694	train
nist_4230709	train
nist_4230759	train
nist_4230773	train
nist_4230804	train
nist_4230810	train
nist_4230842	train
nist_4230856	train
nist_4230880	train
nist_4230887	train
nist_4231111	train
nist_4231126	train
nist_4231134	train
nist_4231137	train
nist_4231151	train
nist_4231217	train
nist_4231231	train
nist_4231249	train
nist_4231265	train
nist_4231600	train
nist_4231616	train
nist_4231633	train
nist_4231640	train
nist_4231641	train
nist_4231654	train
nist_4232504	train
nist_4232519	train
nist_4232532	train
nist_4232538	train
nist_4232604	train
nist_4232621	train
nist_4232636	train
nist_4232641	train
nist_4232719	train
nist_4232729	train
nist_4232730	train
nist_4232736	train
nist_4233322	train
nist_4233338	train
nist_4233339	train
nist_4233352	train
nist_4233414	train
nist_4233426	train
nist_4233543	train
nist_4233557	train
nist_4233558	train
nist_4233570	train
nist_4233679	train
nist_4233692	train
nist_4233703	train
nist_4233708	train
nist_4233709	train
nist_4233721	train
nist_4233739	train
nist_4233752	train
nist_4233768	train
nist_4233999	train
nist_4234012	train
nist_4234013	train
nist_4234025	train
nist_4234544	train
nist_4234559	train
nist_4234572	train
nist_4235083	train
nist_4235097	train
nist_4235111	train
nist_4235126	train
nist_4235143	train
nist_4235149	train
nist_4235150	train
nist_4235165	train
nist_4235182	train
nist_4235188	train
nist_4235189	train
nist_4235204	train
nist_4235220	train
nist_4235226	train
nist_4235408	train
nist_4235422	train
